-48.673203,206.753647,3.524
-48.626514,206.753510,3.284
-48.582588,206.753723,3.098
-48.540730,206.753525,2.959
-48.500336,206.753723,2.869
-48.460617,206.753540,2.843
-48.420597,206.753708,2.892
-48.379120,206.753555,3.028
-48.335041,206.753693,3.242
-48.287479,206.753555,3.516
-48.235527,206.753693,3.862
-48.178135,206.753571,4.283
-48.114235,206.753677,4.782
-48.042782,206.753586,5.356
-47.962681,206.753677,6.010
-47.872753,206.753601,6.757
-47.771061,206.753647,7.681
-47.656349,206.753632,8.577
-47.530190,206.753632,9.380
-47.393387,206.753632,10.144
-47.246181,206.753632,10.897
-47.088520,206.753723,11.656
-46.920246,206.753830,12.425
-46.741199,206.753937,13.204
-46.551258,206.754028,13.991
-46.350296,206.754135,14.787
-46.138210,206.754227,15.592
-45.914871,206.754318,16.404
-45.680164,206.754425,17.226
-45.433983,206.754517,18.055
-45.176392,206.748138,18.879
-44.912521,206.742905,18.772
-44.648571,206.739746,19.236
-44.383476,206.737793,19.639
-44.095146,206.735580,21.385
-43.783966,206.733810,22.934
-43.452858,206.731583,24.328
-43.103752,206.729706,25.602
-42.738033,206.727371,26.784
-42.356716,206.725281,27.894
-41.960548,206.722839,28.952
-41.550106,206.720596,29.968
-41.126102,206.710876,30.932
-40.689651,206.685547,31.833
-40.240398,206.659576,32.773
-39.777870,206.640442,33.713
-39.302364,206.623032,34.633
-38.814072,206.606033,35.549
-38.313137,206.588791,36.455
-37.808968,206.571625,36.330
-37.305145,206.554443,36.371
-36.791882,206.536942,37.622
-36.256592,206.518677,39.079
-35.702541,206.499756,40.367
-35.131798,206.480225,41.542
-34.545826,206.460236,42.621
-33.945728,206.439728,43.625
-33.332333,206.418747,44.570
-32.706280,206.397354,45.469
-32.068073,206.375519,46.333
-31.418085,206.360931,47.146
-30.756716,206.347748,47.964
-30.084173,206.332092,48.766
-29.400600,206.315598,49.554
-28.706142,206.298798,50.333
-28.000919,206.281906,51.104
-27.285036,206.264923,51.868
-26.558558,206.247879,52.628
-25.821554,206.230728,53.383
-25.074074,206.213455,54.136
-24.316160,206.196030,54.885
-23.549339,206.178482,55.309
-22.782360,206.160980,55.265
-22.015343,206.143524,55.469
-21.235445,206.125778,56.595
-20.440596,206.107727,57.599
-19.632717,206.089401,58.505
-18.813078,206.070816,59.336
-17.982550,206.051971,60.110
-17.141762,206.032898,60.841
-16.291182,206.013626,61.539
-15.431153,205.994110,62.212
-14.561950,205.974411,62.867
-13.683774,205.954498,63.507
-12.796791,205.934402,64.137
-11.901123,205.914093,64.758
-10.996868,205.893585,65.373
-10.084105,205.872879,65.983
-9.162890,205.852005,66.590
-8.233277,205.830917,67.193
-7.295361,205.817429,67.769
-6.349193,205.806396,68.370
-5.394730,205.793762,68.967
-4.431978,205.780991,69.563
-3.460953,205.768585,70.158
-2.481676,205.756699,70.751
-1.494166,205.745377,71.342
-0.498438,205.734589,71.933
0.505491,205.724243,72.523
1.517605,205.714264,73.111
2.537891,205.704651,73.699
3.566334,205.695221,74.286
4.602921,205.685989,74.872
5.647638,205.676880,75.457
6.699470,205.667801,75.809
7.751274,205.658875,75.741
8.802511,205.650024,75.839
9.862793,205.641129,76.661
10.934098,205.632187,77.399
12.015019,205.623184,78.067
13.104639,205.614136,78.682
14.202352,205.605026,79.258
15.307732,205.595840,79.806
16.420479,205.586624,80.332
17.540363,205.577347,80.841
18.667215,205.567978,81.339
19.800909,205.558594,81.828
20.941343,205.549133,82.311
22.088440,205.539612,82.788
23.242142,205.530045,83.261
24.402403,205.520416,83.732
25.569176,205.510742,84.200
26.742434,205.501007,84.666
27.922295,205.491241,85.128
29.108725,205.481369,85.589
30.301479,205.471497,86.048
31.500656,205.461548,86.504
32.706287,205.451569,86.929
33.916405,205.441483,87.183
35.127327,205.431442,87.156
36.335949,205.421387,86.912
37.539806,205.411423,86.530
38.737297,205.401474,86.056
39.927773,205.383926,85.509
41.110443,205.363525,84.936
42.284786,205.344223,84.340
43.450993,205.324677,83.729
44.608803,205.304337,83.110
45.757725,205.283066,82.488
46.898167,205.260788,81.868
48.030319,205.237610,81.266
49.154125,205.213531,80.692
50.270180,205.188751,80.147
51.378868,205.155685,79.624
52.480564,205.119263,79.155
53.575939,205.083649,78.730
54.665936,205.047348,78.347
55.751072,205.009995,78.010
56.831604,204.971558,77.722
57.908401,204.931961,77.480
58.982265,204.891296,77.288
60.053299,204.842026,77.126
61.122334,204.789169,77.037
62.190544,204.736832,77.000
